"Freq [GHz]","C(Signal4_3,Signal0_2) [fF]","C(Signal4_7,Signal0_2) [fF]","C(Signal4_11,Signal0_2) [fF]","C(Signal4_15,Signal0_2) [fF]","C(Signal4_19,Signal0_2) [fF]","C(Signal4_23,Signal0_2) [fF]"
6,-10.1501804616728,-8.58087650128685,-7.53240080291533,-6.68929789460476,-6.08163979717579,-5.66305202708305
