"Freq [GHz]","C(Signal4_3,Signal0_1) [fF]","C(Signal4_7,Signal0_1) [fF]","C(Signal4_11,Signal0_1) [fF]","C(Signal4_15,Signal0_1) [fF]","C(Signal4_19,Signal0_1) [fF]","C(Signal4_23,Signal0_1) [fF]"
6,-206.87581689913,-185.027246996341,-163.899640485657,-156.538568090714,-149.103879301543,-146.194792640167
